Country Name,Country Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Virgin Islands (U.S.),VIR,52221,52291,52368,52431,52442,52459,52424,52430,52451,52437,52401,52295,52175,52088,51973,51854,51753,51654,51550,51448,51328,51207,51057,50893,50697,50488,50260
Vietnam,VNM,37098192,37672035,38198804,38684455,39138824,39570482,39980554,40370761,40751413,41135161,41531528,41944872,42374927,42820602,43278674,43746366,44223191,44709156,45202060,45699141,46197466,46696272,47193015,47680864,48151352,48598254,49017994
Vanuatu,VUT,86273,88060,89645,91151,92763,94604,96726,99101,101626,104208,106762,109261,111728,114273,116982,119933,123155,126612,130228,133908,137573,141205,144813,148419,152038,155690,159357
World,WLD,2871511429,2913309780,2954901678,2996096363,3036775418,3077193558,3117475579,3157733773,3198108759,3238788976,3279734977,3321062274,3362615406,3404795146,3446753169,3488472947,3529883004,3572962647,3616329171,3659746831,3702959671,3746303296,3789567128,3831642370,3872543487,3912858645,3949375594
Samoa,WSM,88443,89029,89542,90006,90443,90882,91319,91762,92202,92659,93129,93625,94138,94690,95294,95979,96766,97624,98502,99329,100037,100606,101061,101484,102004,102703,103615
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,7537193,7826988,8082128,8314682,8543580,8782914,9035617,9298002,9569772,9849046,10134482,10426557,10726485,11034174,11349365,11671585,12000931,12336651,12676362,13016979,13356196,13692908,14027299,14360014,14692284,15024985,15358046
South Africa,ZAF,20455347,20839575,21200407,21539952,21862384,22171606,22468020,22752951,23032769,23315480,23607459,23910124,24223890,24552622,24900459,25269501,25662032,26075395,26500317,26924050,27337004,27735713,28121437,28495093,28859302,29216012,29564652
Zambia,ZMB,4518042,4636692,4763170,4895279,5029666,5164034,5298113,5433272,5570858,5712850,5860925,6015064,6175514,6344548,6524941,6718512,6926470,7147852,7379548,7617062,7857171,8098763,8342760,8590277,8843214,9103006,9369739
Zimbabwe,ZWE,5641141,5697076,5743649,5779689,5803385,5814303,5812019,5799658,5784697,5776947,5783686,5807510,5847398,5902459,5970363,6049024,6139115,6240533,6349221,6459915,6568778,6674206,6777054,6879119,6983353,7092010,7205231
